order_id,user_id,created_dt_msk,created_ts_msk,event_id,cinema_circuit,age_limit,currency_code,device_type_canonical,revenue,service_name,tickets_count,total,days_since_prev,curs,revenue_rub,one_ticket_revenue_rub,month,season
3313164,79caa15512a7418,2024-06-30,2024-06-30 14:36:37,460567,нет,6,rub,mobile,1308.74,Дом культуры,3,16359.24,0.0,18.4198,1308.739990234375,436.2466634114583,2024-06,лето
703628,b1170dcea2e6685,2024-10-22,2024-10-22 18:16:24,573732,нет,0,rub,mobile,25.78,Лучшие билеты,1,1288.95,0.0,19.8112,25.780000686645508,25.780000686645508,2024-10,осень
3822462,c7d4d0d8a2f0135,2024-09-30,2024-09-30 16:39:50,11129,нет,12,rub,mobile,1087.72,Весь в билетах,4,9888.34,0.0,19.3741,1087.719970703125,271.92999267578125,2024-09,осень
927247,c7d4d0d8a2f0135,2024-08-04,2024-08-04 19:06:29,238355,нет,6,rub,mobile,1137.37,Билеты без проблем,2,7582.48,1.0,18.0536,1137.3699951171875,568.6849975585938,2024-08,лето
6870913,48f593b87fc2cf1,2024-07-12,2024-07-12 14:34:26,546237,нет,16,rub,mobile,0.0,Билеты без проблем,4,0.0,19.0,18.3891,0.0,0.0,2024-07,лето
8144912,cbe10f391291f11,2024-07-02,2024-07-02 12:12:33,438719,нет,0,rub,desktop,128.04,Билеты без проблем,2,2560.78,,18.5164,128.0399932861328,64.0199966430664,2024-07,лето
6918734,9dd211a3d8c8525,2024-08-08,2024-08-08 20:32:17,384441,нет,0,rub,mobile,52.64,Лови билет!,5,1315.95,2.0,17.9296,52.63999938964844,10.527999877929688,2024-08,лето
894419,272785b6c8227f1,2024-09-12,2024-09-12 08:39:27,552131,нет,16,rub,mobile,838.37,Билеты в руки,4,16767.4,0.0,19.1152,838.3699951171875,209.59249877929688,2024-09,осень
7464021,1a1514f0360ff18,2024-10-04,2024-10-04 13:15:24,540499,нет,0,rub,mobile,46.74,Лучшие билеты,1,1558.02,0.0,19.6648,46.7400016784668,46.7400016784668,2024-10,осень
3870399,1a1514f0360ff18,2024-06-29,2024-06-29 00:09:10,538718,нет,16,rub,mobile,244.6,Билеты в руки,1,3494.24,0.0,18.4198,244.60000610351562,244.60000610351562,2024-06,лето
3059791,6390254b463c79f,2024-06-10,2024-06-10 10:55:15,452206,нет,0,rub,mobile,165.36,Облачко,2,1503.27,0.0,19.8618,165.36000061035156,82.68000030517578,2024-06,лето
2562035,c2cf49476c8795e,2024-09-29,2024-09-29 11:24:10,575646,нет,0,rub,mobile,17.68,Билеты без проблем,2,589.47,2.0,19.3741,17.68000030517578,8.84000015258789,2024-09,осень
3317949,4b49d4f93d5cd86,2024-07-14,2024-07-14 23:09:48,460567,нет,6,rub,mobile,1744.99,Дом культуры,4,21812.33,0.0,18.501,1744.989990234375,436.24749755859375,2024-07,лето
1937549,8d6c1ff89fac35f,2024-10-31,2024-10-31 19:36:40,422149,нет,6,rub,desktop,125.39,Билеты без проблем,2,3134.76,0.0,19.7383,125.38999938964844,62.69499969482422,2024-10,осень
6933031,fe237d2cfd6e503,2024-09-11,2024-09-11 17:39:26,567651,нет,6,rub,mobile,31.84,Билеты без проблем,2,636.76,1.0,19.0258,31.84000015258789,15.920000076293945,2024-09,осень
2726291,e609842e020a10f,2024-09-03,2024-09-03 11:14:20,564990,нет,0,rub,mobile,77.86,Билеты в руки,2,1946.49,0.0,18.6868,77.86000061035156,38.93000030517578,2024-09,осень
2280967,7321c5451ccadc2,2024-07-29,2024-07-29 13:13:22,553518,нет,18,rub,mobile,0.0,Билеты без проблем,2,0.0,0.0,18.0243,0.0,0.0,2024-07,лето
3872690,7d22e22c99ec66e,2024-09-20,2024-09-20 14:44:25,559549,нет,6,rub,desktop,191.61,Облачко,1,1596.78,0.0,19.3536,191.61000061035156,191.61000061035156,2024-09,осень
1985863,44d1561ae7a2bfd,2024-08-26,2024-08-26 07:41:30,560639,нет,0,rub,mobile,18.79,Билеты без проблем,2,469.7,0.0,19.1202,18.790000915527344,9.395000457763672,2024-08,лето
303486,7d22e22c99ec66e,2024-10-21,2024-10-21 18:56:01,550760,нет,12,rub,mobile,583.36,Мой билет,2,6481.83,0.0,19.7884,583.3599853515625,291.67999267578125,2024-10,осень
4761134,90d01715e121020,2024-09-04,2024-09-04 02:59:25,466027,нет,12,rub,mobile,1620.82,Весь в билетах,4,18009.06,2.0,18.364,1620.8199462890625,405.2049865722656,2024-09,осень
2667769,4401478f7c8ad15,2024-07-19,2024-07-19 14:05:45,391083,нет,0,rub,mobile,314.27,Облачко,3,2417.43,,18.5067,314.2699890136719,104.7566630045573,2024-07,лето
682806,44c1c640a242aea,2024-07-16,2024-07-16 11:20:17,328373,нет,6,rub,desktop,30.81,Лови билет!,5,1026.97,0.0,18.4847,30.809999465942383,6.161999893188477,2024-07,лето
5212200,8d52f5c8c871f39,2024-06-13,2024-06-13 09:36:32,513425,нет,16,rub,mobile,551.39,Билеты без проблем,2,6892.43,0.0,19.8655,551.3900146484375,275.69500732421875,2024-06,лето
2258144,8ed1134f01bb82b,2024-09-12,2024-09-12 09:27:12,461027,нет,12,rub,desktop,2107.0,Край билетов,4,16207.7,0.0,19.1152,2107.0,526.75,2024-09,осень
5616460,f5629dd3c9d5e63,2024-09-27,2024-09-27 20:26:36,534709,нет,18,rub,desktop,2440.42,Лови билет!,5,30505.22,10.0,19.3256,2440.419921875,488.083984375,2024-09,осень
480125,8187dac4be757a0,2024-06-20,2024-06-20 10:50:35,533045,нет,6,rub,mobile,265.4,Мой билет,4,6634.92,0.0,18.0419,265.3999938964844,66.3499984741211,2024-06,лето
2090553,fe6f5cad7732aa2,2024-10-25,2024-10-25 00:21:31,486864,нет,12,rub,mobile,494.76,Выступления.ру,2,9895.24,0.0,19.8788,494.760009765625,247.3800048828125,2024-10,осень
1615011,8c610d8905a1144,2024-10-15,2024-10-15 14:50:45,580932,нет,0,rub,mobile,64.71,Лови билет!,3,2156.87,11.0,19.7185,64.70999908447266,21.56999969482422,2024-10,осень
8555813,110125b4a429b43,2024-08-18,2024-08-18 15:55:43,39625,нет,12,rub,mobile,215.85,Crazy ticket!,3,3083.6,1.0,18.5775,215.85000610351562,71.9500020345052,2024-08,лето
4023809,ec7100a9f7d8202,2024-09-14,2024-09-14 09:17:05,568189,нет,12,rub,mobile,1108.29,Лови билет!,3,12314.28,0.0,19.0586,1108.2900390625,369.4300130208333,2024-09,осень
521189,b2564be9f229aed,2024-07-17,2024-07-17 22:21:41,213676,нет,18,rub,mobile,1199.67,Весь в билетах,4,11996.68,1.0,18.6845,1199.6700439453125,299.9175109863281,2024-07,лето
2248690,275a1207223dfa3,2024-09-03,2024-09-03 11:47:28,564991,нет,0,rub,desktop,70.76,Билеты в руки,2,1769.01,0.0,18.6868,70.76000213623047,35.380001068115234,2024-09,осень
444948,45fa6d809d58860,2024-09-18,2024-09-18 17:28:07,466027,нет,12,rub,desktop,810.41,Весь в билетах,2,9004.53,0.0,19.0236,810.4099731445312,405.2049865722656,2024-09,осень
7389259,3f11e43c56fe437,2024-08-29,2024-08-29 08:29:55,384629,нет,12,rub,mobile,662.82,Билеты без проблем,3,4142.62,16.0,19.0276,662.8200073242188,220.94000244140625,2024-08,лето
285187,6e07d10a584347d,2024-09-30,2024-09-30 08:51:33,436910,нет,12,rub,mobile,45.71,Билеты без проблем,2,1142.74,0.0,19.3741,45.709999084472656,22.854999542236328,2024-09,осень
5018161,9f0cddaba3378c8,2024-06-05,2024-06-05 23:54:54,45170,нет,16,rub,mobile,1160.18,Городской дом культуры,3,16574.07,0.0,19.8527,1160.1800537109375,386.7266845703125,2024-06,лето
1189088,0beb8fc0c0a9ce1,2024-09-09,2024-09-09 14:06:03,292136,нет,12,rub,mobile,336.01,Лучшие билеты,3,8400.36,0.0,18.5991,336.010009765625,112.00333658854167,2024-09,осень
1804845,6e679fb4bd69b93,2024-08-17,2024-08-17 11:47:09,226762,нет,12,rub,mobile,87.03,Билеты без проблем,3,2900.91,0.0,18.5775,87.02999877929688,29.009999593098957,2024-08,лето
987567,29b7edb6008161f,2024-10-24,2024-10-24 17:55:23,328106,нет,16,rub,mobile,69.58,Лови билет!,1,869.79,0.0,19.9587,69.58000183105469,69.58000183105469,2024-10,осень
2252866,e55cf881b70d306,2024-09-15,2024-09-15 17:35:34,424068,нет,6,rub,desktop,357.63,Весь в билетах,1,2980.25,1.0,19.0586,357.6300048828125,357.6300048828125,2024-09,осень
3221640,4afdf6e02491fd5,2024-09-27,2024-09-27 23:41:43,560749,нет,18,rub,mobile,148.53,Мой билет,4,4950.91,1.0,19.3256,148.52999877929688,37.13249969482422,2024-09,осень
5573975,f89255e1f8b77af,2024-06-06,2024-06-06 11:54:26,533566,нет,16,rub,desktop,0.0,Билеты без проблем,2,0.0,0.0,19.8084,0.0,0.0,2024-06,лето
321089,48db4894b715911,2024-10-01,2024-10-01 12:12:13,457197,нет,0,rub,desktop,144.19,Билеты в руки,3,2883.79,0.0,19.4525,144.19000244140625,48.063334147135414,2024-10,осень
6630039,ab7630fe11933fb,2024-08-30,2024-08-30 11:42:09,445153,нет,12,rub,desktop,1564.35,Край билетов,6,17381.61,0.0,19.0048,1564.3499755859375,260.72499593098956,2024-08,лето
2699118,96368e5714d1673,2024-06-01,2024-06-01 08:47:35,398340,нет,0,rub,mobile,43.08,Лови билет!,3,1077.09,0.0,20.2773,43.08000183105469,14.360000610351562,2024-06,лето
5376021,1c2a2133e1df1b4,2024-10-05,2024-10-05 17:47:45,459673,нет,12,rub,mobile,1477.73,Весь в билетах,3,13433.93,0.0,19.6475,1477.72998046875,492.57666015625,2024-10,осень
1611676,c765ab78dc1d2e4,2024-09-23,2024-09-23 22:20:25,546134,нет,6,rub,mobile,495.85,Прачечная,5,5509.42,0.0,19.3316,495.8500061035156,99.17000122070313,2024-09,осень
4025665,0e6fa925c5f346f,2024-08-19,2024-08-19 18:23:01,538461,нет,6,rub,desktop,1209.4,Весь в билетах,3,10078.32,0.0,18.5775,1209.4000244140625,403.1333414713542,2024-08,лето
5189290,de50543d4c7990b,2024-09-24,2024-09-24 15:34:54,534035,нет,0,rub,mobile,121.72,Билеты в руки,3,1352.48,0.0,19.3967,121.72000122070312,40.573333740234375,2024-09,осень
7637325,cdbc02c6ad8087a,2024-10-20,2024-10-20 17:52:34,314894,нет,6,rub,mobile,1297.22,Билеты без проблем,2,8648.13,0.0,19.7884,1297.219970703125,648.6099853515625,2024-10,осень
280663,e4802e707264a36,2024-10-04,2024-10-04 21:00:48,25823,нет,18,rub,mobile,855.95,Лови билет!,4,9510.55,43.0,19.6648,855.9500122070312,213.9875030517578,2024-10,осень
1492196,106856acf597cf2,2024-09-23,2024-09-23 19:52:13,556301,нет,16,rub,mobile,608.15,Билеты без проблем,3,5528.6,0.0,19.3316,608.1500244140625,202.7166748046875,2024-09,осень
2428287,8187dac4be757a0,2024-10-01,2024-10-01 09:48:21,567042,нет,16,rub,desktop,707.07,Облачко,2,5438.98,0.0,19.4525,707.0700073242188,353.5350036621094,2024-10,осень
2722637,2fff690c8383fd9,2024-09-27,2024-09-27 05:57:26,545361,нет,16,rub,mobile,276.91,Лови билет!,4,9230.38,0.0,19.3256,276.9100036621094,69.22750091552734,2024-09,осень
8473018,bfa60ccfba2331c,2024-10-15,2024-10-15 23:52:23,578618,нет,6,rub,mobile,32.6,Лучшие билеты,2,652.02,0.0,19.7185,32.599998474121094,16.299999237060547,2024-10,осень
4832532,3ee7dc2e115847f,2024-10-01,2024-10-01 09:55:30,510424,нет,16,rub,desktop,1058.75,Облачко,5,8822.94,0.0,19.4525,1058.75,211.75,2024-10,осень
7587619,b77ec1e6bad1cf4,2024-08-13,2024-08-13 10:11:10,533803,нет,16,kzt,mobile,3698.83,Мой билет,2,61647.16,57.0,18.8553,697.4255077207032,348.7127538603516,2024-08,лето
4997194,ba1f5e27622d8b5,2024-10-27,2024-10-27 18:48:14,499306,нет,18,rub,mobile,533.18,Облачко,4,4443.2,2.0,19.9266,533.1799926757812,133.2949981689453,2024-10,осень
5301578,714cb04c1fce3b0,2024-07-01,2024-07-01 02:17:23,516317,нет,16,rub,mobile,1360.27,Билеты без проблем,3,11335.56,0.0,18.4198,1360.27001953125,453.42333984375,2024-07,лето
6390238,b54dd0cd81121fc,2024-08-19,2024-08-19 10:18:59,536929,нет,12,rub,mobile,1469.12,Облачко,4,16323.56,0.0,18.5775,1469.1199951171875,367.2799987792969,2024-08,лето
7138641,aa5bd929a240bf9,2024-07-20,2024-07-20 14:12:25,533859,нет,16,rub,mobile,1248.3,Облачко,3,10402.47,34.0,18.4518,1248.300048828125,416.1000162760417,2024-07,лето
4848482,77eba1002a839ca,2024-07-31,2024-07-31 21:14:36,402725,нет,16,rub,mobile,1000.21,Билеты в руки,4,14288.77,1.0,18.2404,1000.2100219726562,250.05250549316406,2024-07,лето
4174058,8187dac4be757a0,2024-08-10,2024-08-10 06:05:49,391823,нет,18,rub,mobile,249.16,Билеты в руки,4,12457.94,0.0,18.4415,249.16000366210938,62.290000915527344,2024-08,лето
5492543,ae25534f4788de9,2024-10-29,2024-10-29 17:08:31,387271,нет,0,rub,mobile,12.74,Лови билет!,3,318.42,0.0,20.0429,12.739999771118164,4.246666590372722,2024-10,осень
3677520,637f06093236b18,2024-10-25,2024-10-25 18:41:05,581160,нет,0,rub,mobile,137.73,Билеты без проблем,3,1377.34,4.0,19.8788,137.72999572753906,45.90999857584635,2024-10,осень
785321,7d22e22c99ec66e,2024-07-03,2024-07-03 11:23:52,459673,нет,12,rub,desktop,1477.73,Весь в билетах,3,13433.93,0.0,18.5176,1477.72998046875,492.57666015625,2024-07,лето
6914587,1e3795ecb8bb655,2024-06-01,2024-06-01 17:42:07,501198,нет,0,rub,mobile,35.89,Билеты в руки,3,717.75,0.0,20.2773,35.88999938964844,11.963333129882812,2024-06,лето
8519766,2bf8877b04e2761,2024-07-08,2024-07-08 01:02:28,537806,нет,18,rub,mobile,0.0,Билеты без проблем,1,0.0,0.0,18.5395,0.0,0.0,2024-07,лето
437901,c12ac055942252c,2024-10-05,2024-10-05 13:26:58,573764,нет,0,rub,mobile,70.21,Лучшие билеты,4,3510.66,7.0,19.6475,70.20999908447266,17.552499771118164,2024-10,осень
3348486,cdbc02c6ad8087a,2024-07-09,2024-07-09 11:57:24,244698,нет,0,rub,mobile,3.77,Билеты в руки,3,62.76,0.0,18.5124,3.7699999809265137,1.256666660308838,2024-07,лето
7638340,02ea4583333f064,2024-08-10,2024-08-10 16:12:53,449877,нет,6,rub,mobile,233.36,Прачечная,1,2916.98,0.0,18.4415,233.36000061035156,233.36000061035156,2024-08,лето
5872994,468935de14b06be,2024-06-07,2024-06-07 18:29:12,209332,нет,16,rub,mobile,281.5,Лови билет!,4,2814.99,,19.7843,281.5,70.375,2024-06,лето
8389498,5af3b9a8ea67270,2024-10-25,2024-10-25 11:24:08,443664,нет,16,rub,mobile,533.87,Облачко,2,7626.75,0.0,19.8788,533.8699951171875,266.93499755859375,2024-10,осень
4729205,024dc5236465850,2024-06-18,2024-06-18 20:31:38,405551,нет,12,rub,mobile,237.4,Лучшие билеты,3,7913.39,0.0,19.7542,237.39999389648438,79.13333129882812,2024-06,лето
8035089,1c2a2133e1df1b4,2024-09-08,2024-09-08 12:50:34,423866,нет,12,rub,mobile,576.03,Облачко,2,5236.68,0.0,18.5991,576.030029296875,288.0150146484375,2024-09,осень
6239931,4e8dbc554c52ffc,2024-10-15,2024-10-15 17:55:17,584729,нет,16,rub,mobile,74.78,Билеты без проблем,1,2492.67,0.0,19.7185,74.77999877929688,74.77999877929688,2024-10,осень
1167425,9147ecaf2801bf5,2024-10-22,2024-10-22 18:58:17,359382,нет,6,rub,mobile,89.03,Лучшие билеты,2,2225.67,0.0,19.8112,89.02999877929688,44.51499938964844,2024-10,осень
6990422,34f376ec432a38c,2024-06-23,2024-06-23 21:47:38,474786,нет,12,rub,desktop,804.83,Лови билет!,3,8942.6,0.0,19.1383,804.8300170898438,268.27667236328125,2024-06,лето
1097506,2a07027e2c6e36a,2024-06-28,2024-06-28 19:44:43,213191,нет,16,rub,mobile,709.84,Край билетов,3,8872.96,,18.3203,709.8400268554688,236.61334228515625,2024-06,лето
4974400,2ac817f7476d0e2,2024-10-28,2024-10-28 18:30:30,583610,нет,6,kzt,mobile,608.52,Билеты без проблем,6,15212.95,0.0,19.9266,121.25735021191407,20.209558368652345,2024-10,осень
2210961,3d77fb58bde13d0,2024-10-25,2024-10-25 18:41:43,579559,нет,16,rub,mobile,407.71,Билеты без проблем,1,8154.13,0.0,19.8788,407.7099914550781,407.7099914550781,2024-10,осень
4658967,4554434815b6350,2024-09-03,2024-09-03 11:26:49,563901,нет,0,rub,mobile,137.43,Билеты в руки,4,3435.63,0.0,18.6868,137.42999267578125,34.35749816894531,2024-09,осень
4459041,cfd21a3210b5a35,2024-10-07,2024-10-07 12:06:13,546910,нет,16,rub,mobile,1179.64,Весь в билетах,4,11796.35,0.0,19.6475,1179.6400146484375,294.9100036621094,2024-10,осень
1211447,9bbe3534bbaa8e1,2024-07-31,2024-07-31 15:52:06,164072,нет,16,rub,mobile,1609.73,Билеты в руки,3,16097.3,0.0,18.2404,1609.72998046875,536.57666015625,2024-07,лето
7944754,91f0cdf2b326445,2024-10-31,2024-10-31 22:05:48,18600,нет,16,rub,mobile,189.94,Лови билет!,1,2374.27,0.0,19.7383,189.94000244140625,189.94000244140625,2024-10,осень
7670588,cdbc02c6ad8087a,2024-09-03,2024-09-03 11:27:36,564987,нет,0,rub,desktop,65.65,Билеты в руки,4,3282.29,0.0,18.6868,65.6500015258789,16.412500381469727,2024-09,осень
4297772,5794cb477991c2a,2024-10-31,2024-10-31 21:43:45,589623,нет,16,rub,mobile,241.86,Мой билет,3,8062.04,0.0,19.7383,241.86000061035156,80.62000020345052,2024-10,осень
6026375,d0834408bd2db34,2024-10-02,2024-10-02 20:29:30,554604,нет,12,rub,mobile,1320.39,Яблоко,4,13203.93,3.0,19.4015,1320.3900146484375,330.0975036621094,2024-10,осень
763832,7eb4fc207ecc10f,2024-09-21,2024-09-21 16:33:42,553277,нет,16,rub,mobile,1726.16,Билеты без проблем,4,13278.18,1.0,19.3316,1726.1600341796875,431.5400085449219,2024-09,осень
6376724,8d52f5c8c871f39,2024-10-14,2024-10-14 07:11:37,446922,нет,6,rub,mobile,543.39,Билеты в руки,3,7762.66,0.0,19.5723,543.3900146484375,181.1300048828125,2024-10,осень
8382,ab8468075883147,2024-09-11,2024-09-11 18:19:36,516695,нет,12,rub,mobile,780.49,Мой билет,4,6504.09,0.0,19.0258,780.489990234375,195.12249755859375,2024-09,осень
7243157,0beb8fc0c0a9ce1,2024-09-25,2024-09-25 10:13:22,573041,нет,0,rub,desktop,203.3,Мой билет,3,5082.52,0.0,19.3262,203.3000030517578,67.76666768391927,2024-09,осень
174581,49bc3938db28ff9,2024-10-31,2024-10-31 21:32:18,563734,нет,12,rub,mobile,774.99,Край билетов,4,15499.83,0.0,19.7383,774.989990234375,193.74749755859375,2024-10,осень
7166481,d591a13d576c08e,2024-10-08,2024-10-08 15:07:21,373887,нет,12,rub,mobile,1276.15,Билеты в руки,3,10634.6,0.0,19.9371,1276.1500244140625,425.3833414713542,2024-10,осень
6659503,d77493033efad60,2024-07-16,2024-07-16 21:48:53,541345,нет,12,rub,mobile,452.73,Билеты в руки,3,4115.74,0.0,18.4847,452.7300109863281,150.91000366210938,2024-07,лето
1820302,49c94ef56b30b55,2024-06-17,2024-06-17 18:38:50,531292,нет,12,rub,mobile,1058.15,Билеты без проблем,3,8139.62,0.0,19.7319,1058.1500244140625,352.7166748046875,2024-06,лето
